text,label_name
"politicians across this country continue to endanger the lives of Americans with sanctuary policies while ignoring the harm inflicted on their constituents."" [SEP] Context: said in a statement on Thursday. ""It is unconscionable that politicians across this country continue to endanger the lives of Americans with sanctuary policies while ignoring the harm inflicted on their constituents.""  But ICE has faced criticism of its own over not seeking a","Whataboutism,Straw_Men,Red_Herring"
"pinned blame for Steinle's death on illegal immigration and insufficiently aggressive deportation policies [SEP] Context: p conservatives and critics of so-called ""sanctuary cities"" pinned blame for Steinle's death on illegal immigration and insufficiently aggressive deportation policies.  Garcia Zarate, a 45-year-old Mexican national who was hom",Causal_Oversimplification
"This tragedy could have been prevented if San Francisco had simply turned the alien over to ICE as we requested, instead of releasing him back onto the streets,"" [SEP] Context: migrants who face charges of serious or violent felonies.  ""This tragedy could have been prevented if San Francisco had simply turned the alien over to ICE as we requested, instead of releasing him back onto the streets,"" ICE Director Thomas Homan said in a statement on Thursday.",Causal_Oversimplification
"Steinle would still be alive were it not for an insecure border and lenient treatment toward suspected undocumented immigrants in local jails [SEP] Context: ffective target for immigration hardliners, who argued that Steinle would still be alive were it not for an insecure border and lenient treatment toward suspected undocumented immigrants in local jails. President Donald Trump immediately seized on the verdict o",Causal_Oversimplification
"a complete travesty of justice [SEP] Context: and yet this info was not used in court. His exoneration is a complete travesty of justice. BUILD THE WALL!"" Trump tweeted.  In fact, Garcia Zarate ha",Loaded_Language
"BUILD THE WALL!"" [SEP] Context: n court. His exoneration is a complete travesty of justice. BUILD THE WALL!"" Trump tweeted.  In fact, Garcia Zarate had never been convi",Slogans
"firestorm of outrage [SEP] Context: hooting death of San Francisco woman Kate Steinle set off a firestorm of outrage Thursday night, as top conservatives and critics of so-call",Loaded_Language
"alien [SEP] Context: have been prevented if San Francisco had simply turned the alien over to ICE as we requested, instead of releasing him back",Loaded_Language
"The Kate Steinle killer [SEP] Context: ue to lax border security under the Obama administration.  ""The Kate Steinle killer came back and back over the weakly protected Obama border,","Name_Calling,Labeling"
they fear they could face discrimination or violence if forced to return to the world’s largest Muslim-majority country [SEP] Context: ’s seacoast region.  Members of the group and advocates say they fear they could face discrimination or violence if forced to return to the world’s largest Muslim-majority country.  Their cause has drawn the support of Republican Governor,Appeal_to_fear-prejudice
"aggressively stuck his tongue in my mouth"" [SEP] Context: before the former comedian was a senator. She says Franken ""aggressively stuck his tongue in my mouth"" when the pair rehearsed a skit that featured a kiss. A phot",Loaded_Language
"wet, open-mouthed kiss"" [SEP] Context: told the Jezebel website that Franken tried to give her a ""wet, open-mouthed kiss"" during an event in 2006. The senator has not appeared to re",Loaded_Language
"Franken's office said he has not ""intentionally engage in"" the ""kind of conduct"" described [SEP] Context: USO tour in 2003. In a statement following that accusation, Franken's office said he has not ""intentionally engage in"" the ""kind of conduct"" described. A woman described as a ""former elected official in New Eng",Appeal_to_Authority
"and squeezed ""at least twice"" [SEP] Context: his hand around her waist while the pair posed for a photo and squeezed ""at least twice"" during an event in 2009. The senator has not specifically r",Loaded_Language
"the delay signaled the White House was having second thoughts about the nomination [SEP] Context: ymity.  Still, the delay prompted critics to speculate that the delay signaled the White House was having second thoughts about the nomination. Some lawmakers and human rights groups oppose Haspel’s nom",Causal_Oversimplification
Exploding in Trump’s Face [SEP] Context: Kavanaugh Nomination Is Exploding in Trump’s Face  The president is doubling down on an increasingly risky ca,Loaded_Language
the biggest political gift possible [SEP] Context: didate. Justice Anthony Kennedy gave President Donald Trump the biggest political gift possible when he announced his resignation in the spring. Even thoug,"Exaggeration,Minimisation"
"complete hash [SEP] Context: hat’s gone wrong is Trump’s fault, he has managed to make a complete hash of Brett Kavanaugh’s nomination to fill the empty seat on t",Loaded_Language
how badly Trump does his job [SEP] Context: to fill the empty seat on the court. It’s a good example of how badly Trump does his job more than a year and a half into his administration.  To be,Doubt
reflected the reality-TV star’s weakness as a presidential candidate [SEP] Context: aign to release a list of potential justices drafted by Leo reflected the reality-TV star’s weakness as a presidential candidate. The party was worried that Trump might turn out not to be,Doubt
reality-TV star’s [SEP] Context: e a list of potential justices drafted by Leo reflected the reality-TV star’s weakness as a presidential candidate. The party was worried,"Name_Calling,Labeling"
"Trump is easily manipulated by those around him [SEP] Context: ipulated into choosing him. We have plenty of evidence that Trump is easily manipulated by those around him, and that Kavanaugh is a good fit for Trump’s biases: The j",Doubt
"cut-of-his-jib test [SEP] Context: The judge has Ivy League credentials and he passes Trump’s cut-of-his-jib test by looking the part. 1  Either way, Kavanaugh was a poor ch",Loaded_Language
"severe trouble [SEP] Context: hat Kavanaugh’s nomination is doomed, but it’s certainly in severe trouble. Losing a high-profile fight is always going to hurt a pres",Loaded_Language
"Trump hasn’t learned it yet [SEP] Context: ard conflicts. But there’s an art to minimizing damage. And Trump hasn’t learned it yet.  For one thing, the president has made this an extremely h",Doubt
"extremely high-profile episode [SEP] Context: rned it yet.  For one thing, the president has made this an extremely high-profile episode by stringing out the process as the accusations against Kav","Exaggeration,Minimisation"
"Trump and his White House staff failed to do their jobs [SEP] Context: egative information comes out, the more it appears that the Trump and his White House staff failed to do their jobs in vetting and managing Kavanaugh. If the nomination had be",Doubt
a slur on all women [SEP] Context: ey had to be heard; then he attacked her in terms that were a slur on all women who have been assaulted without immediately reporting it to,Loaded_Language
"a gang that can’t shoot straight [SEP] Context: in many other episodes, that Trump and his White House are a gang that can’t shoot straight and that he’s eager to blame his allies and lash out at his","Name_Calling,Labeling"
ugly ways [SEP] Context: ’s eager to blame his allies and lash out at his enemies in ugly ways when things go wrong.  A botched nomination matters because,Loaded_Language
"As the political scientist Richard Neustadt said, political elites are constantly evaluating and re-evaluating the president [SEP] Context: onal reputation is already terrible, but everything counts. As the political scientist Richard Neustadt said, political elites are constantly evaluating and re-evaluating the president. Trump is hurting himself right now, and will have hurt him",Appeal_to_Authority
"cut-of-his-jib test [SEP] Context: more if Kavanaugh is not confirmed.  And yes, I call it the cut-of-his-jib test quite deliberately. It's no surprise that someone who hires",Loaded_Language
"someone who hires based on what he thinks someone doing that job should look like [SEP] Context: t-of-his-jib test quite deliberately. It's no surprise that someone who hires based on what he thinks someone doing that job should look like, which seems to be based on hazy old-time Hollywood casting",Causal_Oversimplification
"hazy old-time Hollywood casting [SEP] Context: doing that job should look like, which seems to be based on hazy old-time Hollywood casting, would wind up with fewer women in his administration than",Loaded_Language
"bombshells [SEP] Context: entire press corps, love transparency -- and vulnerable to bombshells in the documentary record which hadn't been initially discl",Loaded_Language
"partisan, conservative judges [SEP] Context: nd up at the high court. Perhaps. There are plenty of other partisan, conservative judges, and plenty of conservative judges who lean towards an expa","Name_Calling,Labeling"
"hypocritical [SEP] Context: hat both parties only care if it scores political points is hypocritical,” she added. “Do you think a person who has dealt with any",Loaded_Language
has blasted [SEP] Context: BI Deputy Director Andrew McCabe.  The president for months has blasted Strzok and Page for the bias revealed in their text message,Loaded_Language
"are blasting [SEP] Context: the committee’s ranking member, Rep. Adam Schiff, D-Calif., are blasting the declassification order as a “clear abuse of power.”  ""[",Loaded_Language
"a President who cares about nothing about the country and everything about his narrow self-interest [SEP] Context: urces and methods.  ""This is evidently of no consequence to a President who cares about nothing about the country and everything about his narrow self-interest,"" Schiff added.  The president’s order is similar to his Fe","Name_Calling,Labeling"
sheer number [SEP] Context: he text messages are expected to take longer because of the sheer number involved and the fact that Trump ordered their release with,"Exaggeration,Minimisation"
Agencies scramble [SEP] Context: Agencies scramble to prep Russia probe files for release after sweeping Trump,Loaded_Language
were scrambling [SEP] Context: r release after sweeping Trump order  Intelligence agencies were scrambling Tuesday to comply with a sweeping order by President Trump,Loaded_Language
has hamstrung the administration for more than 18 months [SEP] Context: hed light on the origins of the Russia collusion probe that has hamstrung the administration for more than 18 months.  The documents Trump ordered declassified involve a renewe,Loaded_Language
disgraced former FBI officials [SEP] Context: nst former campaign aide Carter Page and text messages from disgraced former FBI officials Peter Strzok and Lisa Page.   The president on Monday after,"Name_Calling,Labeling"
"fired FBI Special Agent [SEP] Context: t also ordered the release of unredacted text messages from fired FBI Special Agent Peter Strzok, former FBI counsel Lisa Page, former FBI Dire","Name_Calling,Labeling"
"are touting the president’s order [SEP] Context: ouse Intelligence Committee Chairman Devin Nunes, R-Calif., are touting the president’s order, saying it covers “pretty much everything that he wanted…an",Loaded_Language
"Trump] has decided to intervene in a pending law enforcement investigation by ordering the selective release of materials he believes are helpful to his defense team and thinks will advance a false narrative [SEP] Context: the declassification order as a “clear abuse of power.”  ""[Trump] has decided to intervene in a pending law enforcement investigation by ordering the selective release of materials he believes are helpful to his defense team and thinks will advance a false narrative,"" Schiff said. ""With respect to some of these materials, I",Causal_Oversimplification
"a red line that must not be crossed [SEP] Context: d Justice Department that they would consider their release a red line that must not be crossed as they may compromise sources and methods.  ""This is evide",Loaded_Language
"This is evidently of no consequence to a President who cares about nothing about the country and everything about his narrow self-interest [SEP] Context: ot be crossed as they may compromise sources and methods.  ""This is evidently of no consequence to a President who cares about nothing about the country and everything about his narrow self-interest,"" Schiff added.  The president’s order is similar to his Fe",Doubt
"a partisan memo [SEP] Context: the Republican-led House Intelligence Committee to release a partisan memo about the surveillance warrant on Carter Page. Democrats, w","Name_Calling,Labeling"
"clear abuse of power [SEP] Context: ff, D-Calif., are blasting the declassification order as a “clear abuse of power.”  ""[Trump] has decided to intervene in a pending law enfor","Name_Calling,Labeling"
unprecedented [SEP] Context: ble ends with 'special bond' with Kim  Nearly five hours of unprecedented and surreal talks between US President Donald Trump and Nor,Loaded_Language
surreal [SEP] Context: cial bond' with Kim  Nearly five hours of unprecedented and surreal talks between US President Donald Trump and North Korea's K,Loaded_Language
culminated [SEP] Context: een US President Donald Trump and North Korea's Kim Jong Un culminated on Tuesday with fulsome declarations of a new friendship bu,Loaded_Language
fulsome [SEP] Context: mp and North Korea's Kim Jong Un culminated on Tuesday with fulsome declarations of a new friendship but just vague pledges of,Loaded_Language
"triumphant [SEP] Context: dges of nuclear disarmament.  For Trump, that amounted to a triumphant outcome in his extraordinary gamble with the rogue kingdom'",Loaded_Language
"extraordinary [SEP] Context: t.  For Trump, that amounted to a triumphant outcome in his extraordinary gamble with the rogue kingdom's despotic leader. But there",Loaded_Language
rogue kingdom [SEP] Context: o a triumphant outcome in his extraordinary gamble with the rogue kingdom's despotic leader. But there were scant details on what new,"Name_Calling,Labeling"
despotic leader [SEP] Context: utcome in his extraordinary gamble with the rogue kingdom's despotic leader. But there were scant details on what new commitments had b,"Name_Calling,Labeling"
"dramatic [SEP] Context: 's summit won't be known for years, if not decades. But the dramatic act of extending his hand to one of America's longtime adve",Loaded_Language
"forever [SEP] Context: ding his hand to one of America's longtime adversaries will forever illustrate Trump's gut-driven, norm-shattering tenure. ""We","Exaggeration,Minimisation"
"Trump's gut-driven, norm-shattering tenure [SEP] Context: e of America's longtime adversaries will forever illustrate Trump's gut-driven, norm-shattering tenure. ""We both want to do something. We both are going to do som","Name_Calling,Labeling"
"People are going to be very impressed [SEP] Context: ond,"" Trump said at the conclusion of the landmark summit. ""People are going to be very impressed. People are going to be very happy."" The document he and Ki",Black-and-White_Fallacy
"unwavering [SEP] Context: igned said the North Korean leader ""reaffirmed his firm and unwavering commitment to complete denuclearization of the Korean Penin",Loaded_Language
"brutal dictator [SEP] Context: telling, was the development of a personal bond with Kim, a brutal dictator responsible for the deaths not only of his own citizens but","Name_Calling,Labeling"
"unthinkable [SEP] Context: n front of a row of US and North Korean flags, a previously unthinkable sight that reflects a new chapter in the two countries' acr",Loaded_Language
acrimonious [SEP] Context: ble sight that reflects a new chapter in the two countries' acrimonious relationship. Trump's threats to politely walk out of the m,Loaded_Language
"big problem [SEP] Context: did not materialize. Instead he predicted he could ""solve a big problem, a big dilemma"" alongside his new partner. ""Working togethe",Loaded_Language
"big dilemma [SEP] Context: lize. Instead he predicted he could ""solve a big problem, a big dilemma"" alongside his new partner. ""Working together, we'll get it",Loaded_Language
"Working together, we'll get it taken care of [SEP] Context: e a big problem, a big dilemma"" alongside his new partner. ""Working together, we'll get it taken care of,"" Trump said. The remarks came amid an improbable series of",Slogans
"increasing the drama [SEP] Context: essert. Other unforeseen events also surrounded the summit, increasing the drama. Minutes before the historic handshake, Trump tweeted that",Loaded_Language
"historic [SEP] Context: ounded the summit, increasing the drama. Minutes before the historic handshake, Trump tweeted that his top economic adviser Larr",Loaded_Language
"surreality [SEP] Context: ed by CNN's Chris Cuomo. Even Kim seemed to acknowledge the surreality of the day. ""Many people in the world will think of this as",Loaded_Language
"hailed [SEP] Context: -columned colonnade. At the conclusion of the summit, Trump hailed the talks as a historic, and personal, achievement. ""We lea",Loaded_Language
"historic [SEP] Context: t the conclusion of the summit, Trump hailed the talks as a historic, and personal, achievement. ""We learned a lot about each ot",Repetition
"very talented man [SEP] Context: ach other and our countries,"" Trump said. ""I learned he's a very talented man."" When pressed about those comments in light of Kim's bruta","Name_Calling,Labeling"
"brutal [SEP] Context: d man."" When pressed about those comments in light of Kim's brutal tactics, Trump continued praising the North Korean leaders'",Loaded_Language
"praising [SEP] Context: comments in light of Kim's brutal tactics, Trump continued praising the North Korean leaders' ability to run a country at a you",Loaded_Language
"very talented [SEP] Context: an leaders' ability to run a country at a young age. ""He is very talented,"" Trump said, citing Kim's ability to ""take over a situatio",Repetition
"brutal dictator [SEP] Context: gh."" Kim assumed power after his father Kim Jong Il, also a brutal dictator, died in 2011. Throughout the day, Trump and Kim's body lan",Repetition
"striking [SEP] Context: e day, Trump and Kim's body language was openly friendly, a striking warmth given Kim's iron grip on power and dismal record on",Loaded_Language
fierce criticism [SEP] Context: record on human rights. Trump's move to meet him attracted fierce criticism for normalizing a regime routinely called out for its human,Loaded_Language
"fearsome renegade [SEP] Context: human rights abuses, that over years has built an image of fearsome renegade regime, throwing around threats of nuclear war. The day beg",Loaded_Language
"""absolutely"" [SEP] Context: ling and laughing over lunch. Trump told reporters he would ""absolutely"" extend an invitation to the White House to Kim, who also he",Loaded_Language
"heralded a new era [SEP] Context: y"" extend an invitation to the White House to Kim, who also heralded a new era. ""Today, we had a historic meeting and decided to leave the","Exaggeration,Minimisation"
"historic [SEP] Context: House to Kim, who also heralded a new era. ""Today, we had a historic meeting and decided to leave the past behind,"" Kim said thr",Repetition
"The world [SEP] Context: to leave the past behind,"" Kim said through a translator. ""The world will see a major change."" The meeting came only months afte","Exaggeration,Minimisation"
"our soldiers [SEP] Context: ""that's not part of the equation right now."" ""I want to get our soldiers out. I want to bring our soldiers back home,"" Trump said. """,Flag-Waving
"our soldiers [SEP] Context: ight now."" ""I want to get our soldiers out. I want to bring our soldiers back home,"" Trump said. ""But that's not part of the equatio",Repetition
"commanding leader [SEP] Context: y, insisting the pictures beamed around the world reflect a commanding leader making a decisive, world-altering move. At the same time, h","Name_Calling,Labeling"
"world-altering [SEP] Context: nd the world reflect a commanding leader making a decisive, world-altering move. At the same time, he'd admitted he didn't believe he","Exaggeration,Minimisation"
"futuristic [SEP] Context: showed Kim the movie on an iPad during their talks. Here in futuristic Singapore, however, Kim was able to view the benefits of ec","Name_Calling,Labeling"
"dictator [SEP] Context: untry. Kim was cheered by onlookers who caught sight of the dictator, who until earlier this spring was not believed to have eve",Repetition
foundation of lies [SEP] Context: he schools program in Mercer County is being sustained on a foundation of lies.”  She argued that the classes are character education base,Loaded_Language
"huge [SEP] Context: ton Tolliver’s favorite class. But the 7-year-old is also a huge fan of the weekly Bible course at Princeton Primary, his pu",Loaded_Language
beneficial [SEP] Context: rch of Princeton. “Any time God’s word can be proclaimed is beneficial and is a good thing.”  Trenton’s parents also find it hard,"Name_Calling,Labeling"
a good thing [SEP] Context: “Any time God’s word can be proclaimed is beneficial and is a good thing.”  Trenton’s parents also find it hard to see why there wou,"Name_Calling,Labeling"
Bypassing the class left her vulnerable to bullying [SEP] Context: sit in the computer lab for that half-hour and read a book. Bypassing the class left her vulnerable to bullying. Deal said other students told her daughter that she was go,Black-and-White_Fallacy
"“You don’t need to be reading this. You need to be reading the Bible.” [SEP] Context: “Harry Potter” novel and told her, according to the mother: “You don’t need to be reading this. You need to be reading the Bible.”  Eventually Deal moved her daughter to a public school a fe",Black-and-White_Fallacy
going to hell [SEP] Context: ng. Deal said other students told her daughter that she was going to hell. One day a student saw her daughter reading a “Harry Potter,Appeal_to_fear-prejudice
strongly [SEP] Context: aunted.  Deal said she joined the suit because she believes strongly in the separation of church and state. “When something is w,Loaded_Language
"pretty clear [SEP] Context: -school Bible program,” White said. “But to me this seems a pretty clear violation of the Constitution.”  White holds the school boa",Loaded_Language
"You are not a Christian [SEP] Context: ite. God Bless! !” one wrote.  Another wrote:  “Lynne White You are not a Christian, a Christian is a person who strives to be more Christ like","Name_Calling,Labeling"
(Faber was nominated by President George H.W. Bush.) [SEP] Context: rt for the Southern District of West Virginia in Bluefield. (Faber was nominated by President George H.W. Bush.)  Representing the Mercer school district is the First Liber,"Whataboutism,Straw_Men,Red_Herring"
"very, very [SEP] Context: he first issue. And on the second issue . . . our client is very, very flexible in terms of making sure that the content is in com",Loaded_Language
"extremely [SEP] Context: m like this.”  According to Elliott, the Mercer program is “extremely rare” and there are only a handful of districts around the",Loaded_Language
"liberty of conscience is not up for a vote [SEP] Context: people in the community want it, they need to remember that liberty of conscience is not up for a vote,” he said.  Trenton Tolliver is oblivious to the Bible batt",Slogans
"If you die tonight. Heaven or Hell? [SEP] Context: eneath a Chick-fil-A billboard in Princeton, another asks: “If you die tonight. Heaven or Hell?”  The Rev. Ray Hurt has been the lead pastor at the Church",Black-and-White_Fallacy
"ominous encroachment [SEP] Context: rs. Codifying the behavior of journalists struck some as an ominous encroachment into freedom of the press, and the White House Corresponden",Loaded_Language
"grandstanding [SEP] Context: one occasion, for questions he deemed overly aggressive or grandstanding. But Mr. Trump, a devoted news consumer who relishes his co",Loaded_Language
behave or else [SEP] Context: t become necessary.  That notion read more like a warning — behave or else — and the Correspondents’ Association seemed unmoved.  “For,Black-and-White_Fallacy
"ballooned [SEP] Context: d. CNN in turn dropped its lawsuit on the matter, which had ballooned into a test of press freedoms in the Trump era.  But while",Loaded_Language
testy [SEP] Context: the Trump era.  But while it yielded to Mr. Acosta — whose testy questions had touched off Mr. Trump’s ire — the administrat,Loaded_Language
ire [SEP] Context: Acosta — whose testy questions had touched off Mr. Trump’s ire — the administration used the occasion to lay down a set of,Loaded_Language
"insults [SEP] Context: for behaving disrespectfully, although Mr. Trump often lobs insults at journalists and encourages a free-for-all format when ta",Loaded_Language
"overly aggressive [SEP] Context: cluding Mr. Acosta on one occasion, for questions he deemed overly aggressive or grandstanding. But Mr. Trump, a devoted news consumer wh",Loaded_Language
"devoted news consumer [SEP] Context: deemed overly aggressive or grandstanding. But Mr. Trump, a devoted news consumer who relishes his coverage, plays up his conflicts with repo","Name_Calling,Labeling"
"severe [SEP] Context: atch.  Revoking Mr. Acosta’s White House badge was the most severe step yet, and it soon became apparent that the move would n",Loaded_Language
"flouts [SEP] Context: not respect the solemnity of the setting, even as Mr. Trump flouts many of the norms associated with his office.  “The White H",Loaded_Language
"totally false and deliberately libelous [SEP] Context: nton campaign.   In a statement, Manafort called the story “totally false and deliberately libelous” and said he was considering his legal options against the","Name_Calling,Labeling"
willing to bet the Guardian a million dollars and its editor’s head that Manafort never met Assange [SEP] Context: port was false.  And WikiLeaks said on Twitter that it was “willing to bet the Guardian a million dollars and its editor’s head that Manafort never met Assange.” It later tweeted that Assange had instructed his lawyers,"Exaggeration,Minimisation"
"I have never [SEP] Context: yone connected to WikiLeaks, either directly or indirectly. I have never reached out to Assange or WikiLeaks on any matter.”  Assang",Repetition
government-aligned cyberspies [SEP] Context: 2016.  An AP investigation into Russian hacking shows that government-aligned cyberspies began an aggressive effort to penetrate the Clinton campaig,"Name_Calling,Labeling"
"Adolf Hitler as “a very great man [SEP] Context: Among his more infamous comments is his 1984 description of Adolf Hitler as “a very great man.”)  In 1975, when Elijah Muhammad died, the Nation split in","Bandwagon,Reductio_ad_hitlerum"
"condemn [SEP] Context: ed to comment for this article, did not respond to calls to condemn Mr. Farrakhan, for whom she had expressed admiration in the",Repetition
"filth and degenerate behavior [SEP] Context: is enemies, and that Jews were “responsible for all of this filth and degenerate behavior that Hollywood is putting out turning men into women and wo",Loaded_Language
"Jews were “responsible for all of this filth and degenerate behavior that Hollywood is putting out turning men into women and women into men [SEP] Context: an said that the “powerful Jews” were his enemies, and that Jews were “responsible for all of this filth and degenerate behavior that Hollywood is putting out turning men into women and women into men,” as well as other incendiary remarks.  A religious fundame",Causal_Oversimplification
"fervently [SEP] Context: demned by the Southern Poverty Law Center, Mr. Farrakhan is fervently opposed to the legitimacy of the state of Israel, and his p",Loaded_Language
condemn [SEP] Context: arrakhan after the photo came to light. Their reluctance to condemn Mr. Farrakhan has led to criticism from across the ideologi,Loaded_Language
"Edward E. Curtis IV, the author of “Black Muslim Religion in the Nation of Islam,” said that while estimates ranged wildly about how many bona fide members belonged to the Nation, he believes that there were tens of thousands of members in the 1960s and early 1970s. But he said that millions of others sympathized with the movement’s anticolonial stance and were inspired by its most famous member, Muhammad Ali [SEP] Context: his last name to X and became a minister in the movement.  Edward E. Curtis IV, the author of “Black Muslim Religion in the Nation of Islam,” said that while estimates ranged wildly about how many bona fide members belonged to the Nation, he believes that there were tens of thousands of members in the 1960s and early 1970s. But he said that millions of others sympathized with the movement’s anticolonial stance and were inspired by its most famous member, Muhammad Ali.  Who is Louis Farrakhan? Born Louis Eugene Walcott in New",Appeal_to_Authority
"the white man” as “the white devil [SEP] Context: its early years (its early literature, though, focused on “the white man” as “the white devil”). But in 1967, it became outspokenly and flagrantly anti-Z","Name_Calling,Labeling"
"outspokenly and flagrantly anti-Zionist [SEP] Context: he white man” as “the white devil”). But in 1967, it became outspokenly and flagrantly anti-Zionist, in an expression of solidarity with Palestinians. That pol",Loaded_Language
"his 1984 description of Adolf Hitler as “a very great man [SEP] Context: ess his anti-Semitism. (Among his more infamous comments is his 1984 description of Adolf Hitler as “a very great man.”)  In 1975, when Elijah Muhammad died, the Nation split in","Exaggeration,Minimisation"
"to condemn [SEP] Context: lined to comment for this article, did not respond to calls to condemn Mr. Farrakhan, for whom she had expressed admiration in the",Loaded_Language
"make me shudder [SEP] Context: the things the minister says about Jewish people “sometimes make me shudder.”)  Katie Hill, a spokeswoman for Mr. Obama, said on Friday",Loaded_Language
"harmful and divisive views [SEP] Context: ver the years. Today is no different — he still rejects the harmful and divisive views Farrakhan continues to espouse.”  Representative Davis, who",Loaded_Language
"an “outstanding human being [SEP] Context: ve news site, after the photo emerged, called Mr. Farrakhan an “outstanding human being,” and later said he was not bothered by the leader’s positi","Exaggeration,Minimisation"
"wildly [SEP] Context: n in the Nation of Islam,” said that while estimates ranged wildly about how many bona fide members belonged to the Nation, he",Loaded_Language
"Why were Tamika Mallory and Danny Davis reluctant to denounce him [SEP] Context: h,” a political and religious revival event in Washington.  Why were Tamika Mallory and Danny Davis reluctant to denounce him? Ms. Mallory, who declined to comment for this article, did",Doubt
"monthlong backlash [SEP] Context: by the leader’s position on “The Jewish Question.”  After a monthlong backlash about that interview, largely in conservative media, Mr. Da",Loaded_Language
"stamped out [SEP] Context: is necessary to make sure that serious, organized crime is stamped out,” Lofven told news agency TT.  The government has promised",Loaded_Language
"This is the new Sweden; the new, exciting dynamic, multicultural paradise that so many here in this assembly ... have fought to create for so many years [SEP] Context: at leader Jimmie Akesson said in parliament on Wednesday.  “This is the new Sweden; the new, exciting dynamic, multicultural paradise that so many here in this assembly ... have fought to create for so many years,” he said sarcastically.",Flag-Waving
"poison pill [SEP] Context: tors who backed the bill said it was necessary despite the ""poison pill"" of allowing more guns in schools under the guardian progra",Loaded_Language
"the worst school shootings in US history [SEP] Context: lorida have passed another legal hurdle, weeks after one of the worst school shootings in US history.  The state's House of Representatives passed a bill raisin","Exaggeration,Minimisation"
"hailed [SEP] Context: elcomed? Ryan Petty, whose daughter was among those killed, hailed the House's vote in a tweet.  He said: ""We know that when i",Loaded_Language
for “certain” public adulterers [SEP] Context: confusion as a cover for the introduction of Holy Communion for “certain” public adulterers by Bergoglio’s co-conspirators in the Vatican and various d,Loaded_Language
"cunning ecclesiastical politician [SEP] Context: carefully crafted public relations narrative, but rather a cunning ecclesiastical politician, constantly plotting and scheming to get what he wants. Tha",Loaded_Language
